text,Tag,sentiment
"অবিলম্বে আমরা মূল্য পরিশোধ করার পর, ওয়েটার টাকা নিয়ে গেল এবং বলল, ঠিক আছে, আপনার এখানে থাকতে পারেন।",negative,0
"ডাইনিং রুম শান্তভাবে মার্জিত কোন সঙ্গীতের চিৎকার ছিলনা ,কতটা স্বস্তিদায়ক",positive,1
"অবশ্য স্বীকার করি,  বিশাল আকারের মাছের টুকরার জায়গা এই প্লেটটিতে নেই   (এবং আমার মতে ভগবান্) কিন্তু সহজ, মার্জিত সুশি নিউইয়র্ক বা মার্কিন যুক্তরাষ্ট্রের কোথাও কোন স্থানে নেই।",positive,1
আমি একজন কঠিন রিদয় এর প্রেমিকা,positive,1
"একবার আপনি  নিয়মিত হয়ে গেলে, আপনাকে একজন হিসাবে গণ্য করা হয়।",positive,1
 সীফুড  প্রেমীদের জন্য মেনুতে ব্যাপক বৈচিত্র্য আছে মনে হচ্ছে এবং তাদের প্রস্তুতি আকর্ষণীয় ছিল,positive,1
প্রত্যেকেরই আপনার আচরণ ভালো লাগে যে আপনি পরিবারের অংশ ছিলেন।,positive,1
শুরু করার জন্য শিমুল ব্রুসচেট্লা অবিশ্বাস্য ছিল   এবং পাস্তা অসাধারণ ছিল।,positive,1
মেনুতে ওয়েবসাইটের মত  কিছুই নেই।,negative,0
" ভাল খাদ্য,ভাল পরিকল্পনা এবং চমৎকার পরিবেশনা।",positive,1
" ভাল খাদ্য,ভাল পরিকল্পনা এবং চমৎকার পরিবেশনা।",positive,1
" ভাল খাদ্য,ভাল পরিকল্পনা এবং চমৎকার পরিবেশনা।",positive,1
"আমি একটি কৌতুকের ভৃত্যকে জিজ্ঞেস করলাম, একটি লোটাস পাতার চালে আবৃত এবং সে রাতে জবাব দিলো এবং শুধু দূরে গিয়েছিলা",negative,0
এসইএ এত জনপ্রিয় হয়ে উঠেছে যে তারা তাদের মাথায় যেতে দিয়েছে।,negative,0
আমরা একটি বুধবার রাতে গিয়েছিলাম এবং অবিলম্বে বসে ছিলাম।,positive,1
এই শহরে  চেন্নাই গার্ডেন আমার প্রিয় ভারতীয় রেস্টুরেন্ট।,positive,1
" অপেক্ষমান কর্মচারীরা খুব বন্ধুত্বপূর্ণ, তারা মনে করেন যে আপনি একটি বন্ধুত্বপূর্ণ সামান্য ইউরোপীয় শহরে খাচছেন।",positive,1
ওহ হ্যাঁ কখনও পশ্চিম দিকে তাদের বোনের রেস্টুরেন্ট শিল্পী ক্যাফেতে যেতে পারেন।,positive,1
(এর পাশাপাশি এই শহরের কাছাকাছি আরও রেস্টুরেন্ট হওয়া উচিত)।,positive,1
আমার রুমমেট এবং আমি এই জায়গা পছন্দ করি।,positive,1
আমি জাপানে 7 বছর ধরে বসবাস করেছি এবং খাবারের স্বাদ এবং রেস্টুরেন্ট জাপানে ফিরে আসার মতো অনুভূতি জাগায় ।,positive,1
আমি জাপানে 7 বছর ধরে বসবাস করেছি এবং খাবারের স্বাদ এবং রেস্টুরেন্ট জাপানে ফিরে আসার মতো অনুভূতি জাগায় ।,positive,1
এটা মূল্যবান নয়,negative,0
"সন্ধ্যায়, এই জায়গাটি একটি ভাল পোষাকে আকৃষ্ট হয়, , সঙ্গে, NY ভিড়।",neutral,2
"এখানে তাদের সবই আছে - ভাল মূল্য, খাদ্য, এবং সেবা।",positive,1
"এখানে তাদের সবই আছে - ভাল মূল্য, খাদ্য, এবং সেবা।",positive,1
"এখানে তাদের সবই আছে - ভাল মূল্য, খাদ্য, এবং সেবা।",positive,1
এই মঙ্গলবার রাতে ছিল।,neutral,2
গাড়ী ছাড়া যাওয়া কিছুটা ঝামেলার  (যখন আমি ইনউইড এ  বাস করতাম)।,negative,0
"অত্যন্ত স্বাদের , এবং মেনু বিস্তৃত ছিল।",positive,1
"খাবার চমৎকার ছিল, এই সেবাটি সৌজন্যপূর্ণ এবং ব্যক্তিগত ,এবং সেই পরিবেশ সম্পর্কে!",positive,1
"খাবার চমৎকার ছিল, এই সেবাটি সৌজন্যপূর্ণ এবং ব্যক্তিগত ,এবং সেই পরিবেশ সম্পর্কে!",positive,1
"খাবার চমৎকার ছিল, এই সেবাটি সৌজন্যপূর্ণ এবং ব্যক্তিগত ,এবং সেই পরিবেশ সম্পর্কে!",positive,1
"এই জায়গাটির ভাল অভ্যন্তর আছে যা আমি ওয়বারের উত্তরপথের যে কোন স্থানে দেখেছি এবং আপনি যে কাউকে এখানে নিয়ে আসবেন, সেটি প্রভাবিত করবে।",positive,1
খাদ্য সরবরাহ সারা বছর ধরে সামঞ্জস্যপূর্ণ  ছিল এবং এটি আপনাকে কখনো নিচে নামাবে না ।,positive,1
আমি সন্তুষ্টির জন্য বিভিন্ন সশিমী প্লেটের সন্ধান পেয়েছি - যা তাজা এবং সুস্বাদু।,positive,1
"এবং আপনি আমার অধীনে কি  পড়েছেন ভুলেযান, আবহাওয়া অন্যান্য দিনের থেকে খারাপ না।",neutral,2
"আপনার সময়, বা অর্থ অপচয় করবেন  না !!",negative,0
"তারা গ্রাহকের স্বাস্থ্যের প্রতি বেশি মনোযোগী  না, শুধু অর্থ উপার্জন করতে চায়",negative,0
"আমরা আমাদের আলাপটি বহন করতে পারিনি কারণ আমরা ওয়েট্রেস এবং চাকরদের নিয়মিতভাবে বাধা দিয়েছিলাম এবং নির্দেশ দিয়েছি যে আমরা খুব বেশি সময় কাটিয়েছি - আশ্চর্যজনক, আমরা কেবল বসে ছিলাম।",negative,0
কখনও কখনও আমি ভাল খাবার এবং ঠিকঠাক পরিষেবা পাই,positive,1
কখনও কখনও আমি ভাল খাবার এবং ঠিকঠাক পরিষেবা পাই,neutral,2
আমরা শুধু কাইতেখেয়েছি এবং হতাশ হয়েছি।,negative,0
"এটি এমন ব্যক্তিদের জন্য একটি জায়গা যেখানে  মধ্যস্বত্বভোগী খাবারের জন্য তরা প্রচুর পরিমাণে অর্থ প্রদান করে,শব্দ এবং একটি সুযোগ  রয়েছে  সেতু এবং সুড়ঙ্গপথের সহকর্মী লোকজনের",neutral,2
"এটি এমন ব্যক্তিদের জন্য একটি জায়গা যেখানে  মধ্যস্বত্বভোগী খাবারের জন্য তরা প্রচুর পরিমাণে অর্থ প্রদান করে,শব্দ এবং একটি সুযোগ  রয়েছে  সেতু এবং সুড়ঙ্গপথের সহকর্মী লোকজনের",negative,0
"এটি এমন ব্যক্তিদের জন্য একটি জায়গা যেখানে  মধ্যস্বত্বভোগী খাবারের জন্য তরা প্রচুর পরিমাণে অর্থ প্রদান করে,শব্দ এবং একটি সুযোগ  রয়েছে  সেতু এবং সুড়ঙ্গপথের সহকর্মী লোকজনের",negative,0
এটি একটি বড় বিস্ময় ছিল।,positive,1
"চিকেন ডিশ সম্পর্কে অভিযোগ করার পর, ম্যানেজার আমাদের কাছে এসে জানায় যে, কেউ আগে কখনও অভিযোগ করেনি, এবং আমরা জানি না যে খাবারটির কেমন চর্চা করা উচিত ছিল।",negative,0
"চিকেন ডিশ সম্পর্কে অভিযোগ করার পর, ম্যানেজার আমাদের কাছে এসে জানায় যে, কেউ আগে কখনও অভিযোগ করেনি, এবং আমরা জানি না যে খাবারটির কেমন চর্চা করা উচিত ছিল।",negative,0
খাবার ছিল মসলাযুক্ত এবং সুস্বাদু।,positive,1
আমি এক মঙ্গলবার সন্ধ্যায় আমার বাগদত্তের সাথে গিয়েছিলাম।,neutral,2
একটু বেশি দামী  কিন্তু  আপনি একটি কামড় দিতে এর  মূল্য দিতে হবে,positive,1
এটা চমৎকার ছিল,positive,1
 সপ্তাহের শেষ দিকে দুপুরের খাবারের  জন্য গিয়েছিলাম।,neutral,2
আমি সব প্রতারণা বুঝতে পারছি না ...,negative,0
বার্টারেন্ডার বারে তার বন্ধুদের কাছ থেকে নিজেকে বিচ্ছিন্ন  করতে পারেনি।,negative,0
বরং রাস্তায় ঘুরে তমারির কাছে যাও,negative,0
Dahkin এছাড়াও  প্রিন ফিক্স মধ্যা ব্যুফে লাঞ্চ এর সম্মতি  দিয়েছিল,neutral,2
আপনি কি মনে করেন যে কখনও মন দিয়ে কারো সঙ্গে কোন কথোপকথন করতে পারেন।,negative,0
এটি ক্যাফ সেন্ট বার্টেতে আমার প্রথমবার আসি  এবং আমি অবশ্যই বলতে চাই যে খাদ্য এবং পরিষেবা কতটা চমৎকার হবে।,positive,1
এটি ক্যাফ সেন্ট বার্টেতে আমার প্রথমবার আসি  এবং আমি অবশ্যই বলতে চাই যে খাদ্য এবং পরিষেবা কতটা চমৎকার হবে।,positive,1
আমর পক্ষে এটা  সমভব না।,negative,0
কয়েকটি ড্রিংক এবং ক্ষুধাবর্ধক বস্তুুর জন্য বন্ধু এবং তার বান্ধবী সঙ্গে একটি দৈত ডেটে  গিয়েছিলাম।,neutral,2
কাজের জায়গাটি একটি গরম ব্যাগেল দখল করার জন্য বেশ ভাল জায়গা।,positive,1
"তারা  মুরগির শেষভাগ নিয়েছে তাই মনে হচছে , তেল ঢেলে দিয়েছে এবং মরিচ . গুঁড়ো করে দিয়েছে (সস এলার্ঞ্জেন্ট এবং লাল)।",negative,0
"আমরা মনে করি আমরা একটি ক্ষমা বা প্রশংসাসূচক পানীয় পেতে চাই - এর পরিবর্তে, আমরা একটি snobby ওয়েটার পেয়েছিলাম এমনকি 15 মিনিটের বেশি আমাদের অর্ডার নিতে সময় নেয় নিন এবং  তাই আমরা তাকে জিজ্ঞাসা করলে আমাদের ঠোঁটে দেওয়া হবে।",negative,0
ম্যানহাটানে আমার প্রিয় জায়গাগুলির মধ্যে একটি।,positive,1
"তারা চশমা এবং বোতল এনে ছিল, এবং আমাদের টেবিলে  শুধু বোতলটি রেখে গেছে।",negative,0
"আমরা আসলে 10% টিপ দিয়েছি (যা আমরা মধ্যমমানের আহার ও পরিষেবা সত্ত্বেও কখনও করি নি),এই  কারণে যে আমরা সম্পূর্ণভাবে অনুভব করেছি ,",neutral,2
"আমরা আসলে 10% টিপ দিয়েছি (যা আমরা মধ্যমমানের আহার ও পরিষেবা সত্ত্বেও কখনও করি নি),এই  কারণে যে আমরা সম্পূর্ণভাবে অনুভব করেছি ,",neutral,2
"আমরা আসলে 10% টিপ দিয়েছি (যা আমরা মধ্যমমানের আহার ও পরিষেবা সত্ত্বেও কখনও করি নি),এই  কারণে যে আমরা সম্পূর্ণভাবে অনুভব করেছি ,",negative,0
আমরা যখন পৌঁছেছিলাম তখন আমরা সুদর্শন গ্লাসের দিকে তাকিয়ে ছিলাম।,positive,1
আমি জানালার মাধ্যমে একটি টেবিলের অনুরোধ করার জন্য অত্যন্ত সুপারিশ করবো,positive,1
"আমরা খাদ্য উপভোগ করার সময়,অত্যন্ত হতাশ ছিলাম দুবল পরিষেবার কারনে (ওয়েটার বেশ সক্ষম  ছিল না এবং ধীর সেবা) এবং অনুতাপের অভাব",positive,1
"আমরা খাদ্য উপভোগ করার সময়,অত্যন্ত হতাশ ছিলাম দুবল পরিষেবার কারনে (ওয়েটার বেশ সক্ষম  ছিল না এবং ধীর সেবা) এবং অনুতাপের অভাব",negative,0
এর  জন্য আমাকে  আবার তাদের পৃষ্ঠপোষকতা করতে হবে না।,negative,0
আমি আমার নতুন প্রতিবেশীর অন্বেষণ হিসাবে এই মহান pizzeriaর উপর হোঁচট খেয়েছি,positive,1
"রেস্টুরেন্ট সম্পর্কে অনেক কিছু শুনে, এবং এটি একটি দৈনিক ভিত্তিতে নয়ে, আমরা চেষ্টা করার সিদ্ধান্ত নিয়েছ",neutral,2
"তবে সেবা যেমনই হোক,  বাগান একটি উজ্জ্বল ফুল ছিল,",positive,1
"সুতরাং, আবার, এটি  চেষ্টা করুন।",positive,1
এই জায়গা হতে  দূরে থাকুন,negative,0
আমরা ফিরে আসবো!!!,positive,1
আমরা তিনবার মদের দোকানে অডার করেছি এবং একবারও মেনুর একটি আইটেমও হতাশ করেণি,positive,1
বিপরীত  একটি  স্পর্শের জন্য আরো jalapeno তাপ এবং এটা সত্যিই সত্যিই খুব ভাল হয়েছে।,positive,1
এটা আমার প্রিয় খাবারের এক  শেষ সমালোচক প্যাড সুপারিশ উপর ew দেখতে চেষ্টা,neutral,2
আমরা আবার ফিরে যেতে চাই,positive,1
"আমরা বহিঃপ্রাঙ্গণের পিছনে  খেয়ে ফেললাম, যার মূল্য হিসাবে এটি শীতল এবং ভাল সঙ্গীত  শুনা যায়।",positive,1
আমরা আবার ফিরে যেতে চাই,positive,1
লাঞ্চ বিশেষ একটি  চুরির পর করা হয়।,positive,1
এই খাদ্যটি এশিয়ান-এয়ার ফিউশন।,neutral,2
প্রশংসনীয় যুক্তিসঙ্গত মূল্য সঙ্গে অনেক কিছুই অভিনব কিন্তু সত্যিই ভাল খাদ্য ,positive,1
প্রশংসনীয় যুক্তিসঙ্গত মূল্য সঙ্গে অনেক কিছুই অভিনব কিন্তু সত্যিই ভাল খাদ্য ,positive,1
"চিকেন পাত্র পাই ব্যতিক্রমী, cheeseburger বিশাল এবং উপভোগ্য, এবং সেবা পেশাদারী গরম গরম পরিবেশনা ।",positive,1
"চিকেন পাত্র পাই ব্যতিক্রমী, cheeseburger বিশাল এবং উপভোগ্য, এবং সেবা পেশাদারী গরম গরম পরিবেশনা ।",positive,1
আমি এখানে কয়েকটি খারাপ রিভিউ দেখে আশ্চর্য হলাম - আমি প্রায় 5 বা 6 বার এসেছি এবং সর্বদা অত্যন্ত সন্তুষ্ট হয়ে ফিরে আসার জন্য উন্মুখ ছিলাম।,positive,1
"কিন্তু আমরা শেষ পর্যন্ত একটি অলস শনিবার রাতে, যাচ্ছি।",neutral,2
তবে গত সপ্তাহে আমি যে রিভিউ নিয়েছি তা পড়ার পর রেস্টুরেন্টে কখনও খেতে পারি নি।,neutral,2
একবার ডিনারের জন্য এবং একবার লাঞ্চ এর জন্য।,neutral,2
"আমি কফি স্পিসে সম্ভবত 5-8 বার গিয়ৃছি, এটি সম্ভবত ইউনিয়ন স্কোয়ারের কাছাকাছি এখনও ভারতীয় রেস্টুরেন্ট।",positive,1
যথাযত মূল্য নয়,negative,0
সুপারিশ করবে -  কেন্দ্রীয় গ্র্যান্ডের কাছাকাছি একটি জায়গা খুঁজছেন যা উপযুক্ত।,positive,1
এক মুহূর্ত থেকে আপনি অন্য মুহূর্ত  পর্যন্ত বন্ধুত্বপূর্ণ এবং সহায়ক স্টাফদের পদচারণা ছিল শুধু কল্পনাপ্রসূত ছিল।,positive,1
সেবা ভাল ছিল এবং খাদ্য চমৎকার।,positive,1
সেবা ভাল ছিল এবং খাদ্য চমৎকার।,positive,1
আমি শুধু বন্ধুরা আছে,neutral,2
তিনি তার চমৎকার সেবা এবং পরামর্শ জন্য 10 পাওয়ার যোগ্য।,positive,1
রেস্টুরেন্টটিতে বিরাট শোরগোল হয় কিন্তু তার পরও এটি এমন কিছু বিষয় যা আপনি বসতে এবং একটি দুর্দান্ত খাবার উপভোগ করতে পারেন,positive,1
"মসলাযুক্ত খাবারের জাতিগত  একটি ফ্যান হচ্ছে, ভারতীয় অন্তর্ভুক্ত, আমি অনেক আগে এই জায়গায়  বন্ধুতব তৈরি করেছি।",positive,1
নিজেকে হতাশা থেকে বের  করুন,negative,0
"চমৎকার জাজ দ্বারা এই রেস্তোরাঁয় খাদ্যের গুণগতমান সম্পন্ন করে ,এই জায়গাটি নিখুঁত করে তোলে !",positive,1
"চমৎকার জাজ দ্বারা এই রেস্তোরাঁয় খাদ্যের গুণগতমান সম্পন্ন করে ,এই জায়গাটি নিখুঁত করে তোলে !",positive,1
"আমি শৌলতে-এ অনেক সময় খাওয়া-দাওয়া করেছি, খাবার সবসময়ই ধারাবাহিকভাবে, অকথ্য ভাল।",positive,1
"আমি শৌলতে-এ অনেক সময় খাওয়া-দাওয়া করেছি, খাবার সবসময়ই ধারাবাহিকভাবে, অকথ্য ভাল।",neutral,2
খাবার সুস্বাদু ছিল এবং ওয়েটার ছিল অবিশ্বাস্যভাবে সহায়ক এবং মনোযোগী ছিল (আমরা প্রথম ঘন্টার জন্য শুধুমাত্র সেখানেই ছিলাম)।,positive,1
খাবার সুস্বাদু ছিল এবং ওয়েটার ছিল অবিশ্বাস্যভাবে সহায়ক এবং মনোযোগী ছিল (আমরা প্রথম ঘন্টার জন্য শুধুমাত্র সেখানেই ছিলাম)।,positive,1
" আমার এটি দ্বিতীয় উপভোগ,দর্শনীয় ক্যাভিয়ার থেকে অতিথিশালা waitstaff যাই, আমি রয়্যালটি মত অনুভূত হই।",positive,1
" আমার এটি দ্বিতীয় উপভোগ,দর্শনীয় ক্যাভিয়ার থেকে অতিথিশালা waitstaff যাই, আমি রয়্যালটি মত অনুভূত হই।",positive,1
"হৃদয় দিয়ে এটি সুপারিশ করলাম,আমায় ফিরে যেতে হবে ",positive,1
এটা স্পষ্টভাবে আবার দেখা হবে,positive,1
অবশ্যই মূল্য আছে ব্যাটারি পার্ক সিটি ট্রিপর !,positive,1
"আমার প্রত্যাশা অতিক্রম,এই সামান্য জায়গা স্পষ্টভাবে আপনি নিশ্চিত আপনার অর্থের জন্য প্রচুর খাবার পেতে।",positive,1
"সেবা নিরীহ,সমাদর আনন্দদায়ক, ",positive,1
"সেবা নিরীহ,সমাদর আনন্দদায়ক, ",positive,1
"সেবা চমৎকার ছিল, এবং এসি খুব ভাল  কাজ (ঈশ্বরের ধন্যবাদ, এটা গরম!)।",positive,1
"সেবা চমৎকার ছিল, এবং এসি খুব ভাল  কাজ (ঈশ্বরের ধন্যবাদ, এটা গরম!)।",positive,1
সুস্বাদু কিন্তু  ব্যয়বহুল  ,positive,1
সুস্বাদু কিন্তু  ব্যয়বহুল  ,negative,0
 খুব চমৎকার মানুষ যত্ন আছে রেস্টুরেন্টে যে অর্থে পেতে এবং তাদের অভিজ্ঞতা সম্পর্কে জানেন ।,positive,1
"আপনি বন্ধুত্বপূর্ণ একটি মুহূর্তে,আপনার হাত ঝাঁকি নিতে ইচ্ছুক আপনি কথা বলতে ইচ্ছুক,উভয় সুস্বাদু, রান্না হয় ।",positive,1
"আপনি বন্ধুত্বপূর্ণ একটি মুহূর্তে,আপনার হাত ঝাঁকি নিতে ইচ্ছুক আপনি কথা বলতে ইচ্ছুক,উভয় সুস্বাদু, রান্না হয় ।",positive,1
"তাই আমার চিন্তা, আমি কেন এটি একটি বিট পরিবর্তন করবো না ।",neutral,2
"মহান tasted আদেশ ছিল,আমার বন্ধু তাদের বিশেষ সুশি রোলসের কিছু চমৎকার উপস্থাপনা দিল ",positive,1
"মূল্য গ্রহণ করার পর,যদিও তাদের ডিনার মেনুতে সতর্ক করে দেওয়া হয়েছে।",neutral,2
"জায়গাটি সুন্দর ছিল এবং কর্মচারী নিয়োজিত ছিল, খাবার একেবারে সুস্বাদু।",positive,1
"জায়গাটি সুন্দর ছিল এবং কর্মচারী নিয়োজিত ছিল, খাবার একেবারে সুস্বাদু।",positive,1
"জায়গাটি সুন্দর ছিল এবং কর্মচারী নিয়োজিত ছিল, খাবার একেবারে সুস্বাদু।",positive,1
"আমি যে  সেখানেই খাই,পুনশ্চ দয়া করে আমার পরিবারে কাউকে বলবেন না ।",neutral,2
"আমার বাছাই: - Scallion প্যানকেক (উদ্ভিজ্জ রস, খুব বিশেষ এবং সুস্বাদু সঙ্গে ভাজা) - Guizhou চিকেন - শকানো Squid পরিবার স্টাইল (আমার ব্যক্তিগত পছন্দসই এক) - সিচুয়ান মসৃণ নরম শেল Crab - Shuizhu মাছ (এই এক হার্ডকোর সিচুয়ান খাবার জন্য ভক্ত, আমি আমার আমেরিকান বন্ধুদের সুপারিশ করবে না যে এটা খুব মজাদার।",positive,1
তারা গন্ধ মত তারা তাদের পুরাতন ক্যানড সবজি মত স্পাইনাশ মাশরুম calzone পেয়েছে,negative,0
একটি বড় চুক্তি ছিল 6 নীল পয়েন্ট ওজন এবং একটি বিয়ার বা ওয়াইন জন্য গ্লাস $ 8 এর জন্যে  ,neutral,2
একটি বড় চুক্তি ছিল 6 নীল পয়েন্ট ওজন এবং একটি বিয়ার বা ওয়াইন জন্য গ্লাস $ 8 এর জন্যে  ,positive,1
"আমি আমার বান্ধবী সঙ্গে pams গিয়েছিলাম, আমার এটা ভালবাসা,।",positive,1
কিন্তু যাই হোক না কেন দামটা সম্পর্কে দ্বিগুণ উচ্চ হয়,negative,0
আমি এলাকার তুলনায় অপেক্ষাকৃত নতুন এবং ২ য় বেলালকে বাছাই করার চেষ্টা করেছি এবং পরিষেবাটি নিয়ে হতাশ হয়েছি এবং আমি ভাবলাম মূল্যবান দিক দিয়ে খাদ্যটি ওভার করো।,neutral,2
আমি এলাকার তুলনায় অপেক্ষাকৃত নতুন এবং ২ য় বেলালকে বাছাই করার চেষ্টা করেছি এবং পরিষেবাটি নিয়ে হতাশ হয়েছি এবং আমি ভাবলাম মূল্যবান দিক দিয়ে খাদ্যটি ওভার করো।,negative,0
আমি এলাকার তুলনায় অপেক্ষাকৃত নতুন এবং ২ য় বেলালকে বাছাই করার চেষ্টা করেছি এবং পরিষেবাটি নিয়ে হতাশ হয়েছি এবং আমি ভাবলাম মূল্যবান দিক দিয়ে খাদ্যটি ওভার করো।,negative,0
আমি এলাকার তুলনায় অপেক্ষাকৃত নতুন এবং ২ য় বেলালকে বাছাই করার চেষ্টা করেছি এবং পরিষেবাটি নিয়ে হতাশ হয়েছি এবং আমি ভাবলাম মূল্যবান দিক দিয়ে খাদ্যটি ওভার করো।,negative,0
মূল্য প্রতি বিট কিন্তু গ্রেট বায়ুমণ্ডল ।,positive,1
এই রেস্টুরেন্টে আমাদের সবচেয়ে অপ্রীতিকর অভিজ্ঞতা ছিল।,negative,0
"ভাগ করে নেওয়ার জন্য ক্ষতিকরমজাদার টুনা রোলটি অস্বাভাবিকভাবে ভাল ছিল এবং শিলা চিংড়ি tempura ছিল সন্ত্রস্ত, !",positive,1
ব্যক্তিত্ব পূর্ণ  বুদ্ধিমান কর্মী ।,positive,1
গ্রেট স্টাফ।,positive,1
"আমি একটি সীট খুঁজে পেতে উদ্বিগ্ন হতে চাই না,শুধুমাত্র অভিযোগ হবে যে 1২ ডলারের গড় খরচ $ 15- $ 15 হবে ",negative,0
"আমি একটি সীট খুঁজে পেতে উদ্বিগ্ন হতে চাই না,শুধুমাত্র অভিযোগ হবে যে 1২ ডলারের গড় খরচ $ 15- $ 15 হবে ",negative,0
"আমি একটি সীট খুঁজে পেতে উদ্বিগ্ন হতে চাই না,শুধুমাত্র অভিযোগ হবে যে 1২ ডলারের গড় খরচ $ 15- $ 15 হবে ",positive,1
কলা টাওয়ারও একটি আশ্চর্যজনক ডেজার্ট  ,positive,1
আমার বন্ধু সেখানে গত শনিবার আমি ওইখানে গিয়েছিলাম।,neutral,2
"চমৎকার পরিবেশ,বন্ধুত্বপূর্ণ সেবা সুস্বাদু ভাল খাবার।",positive,1
"চমৎকার পরিবেশ,বন্ধুত্বপূর্ণ সেবা সুস্বাদু ভাল খাবার।",positive,1
"চমৎকার পরিবেশ,বন্ধুত্বপূর্ণ সেবা সুস্বাদু ভাল খাবার।",positive,1
"আপনার বন্ধুদের সঙ্গে স্তব্ধ ছিলাম কারণ,একটি সুস্থ জায়গা একটি সুস্থ পানীয়।",positive,1
"আপনার বন্ধুদের সঙ্গে স্তব্ধ ছিলাম কারণ,একটি সুস্থ জায়গা একটি সুস্থ পানীয়।",positive,1
"মানুষ প্রচুর,মহান Vibe, ",positive,1
শুধু একটি বিজোড় গ্রুপ,neutral,2
"57 তম ট্র্যাফিকের চেয়ে বেশি কথা বলতে চেষ্টা করার সময়, বা রোম্যান্সের এডিটর এর ধারণা করার পরবর্তী সময় টেবিলের সাথে কথোপকথন ভাগ করে নিতে হবে।",negative,0
এই জায়গা আমি ভালবাসা,positive,1
এটি সামঞ্জস্যপূর্ণ নয়।,negative,0
কিন্তু এই পিষ্টকটি কেকিং ছিল না: একটি তিরামিসু যা কখনো কখনো আমার মতো ছিল না।,negative,0
গ্রেট খাদ্য এবং দাম খুব যুক্তিসঙ্গত।,positive,1
গ্রেট খাদ্য এবং দাম খুব যুক্তিসঙ্গত।,positive,1
"মহান খাদ্য চমৎকার বিয়ার টন,সঙ্গে একটি শান্ত বার ।",positive,1
"মহান খাদ্য সঙ্গে একটি শান্ত বার, এবং চমৎকার বিয়ার টন।",positive,1
" সবসময় বিশেষ ঋতু চেষ্টা করুন যা সুস্বাদু, ",positive,1
"আমরা সবসময় মনোনিবেশ এবং প্রম্পট সেবা পেয়েছি,পরিবেশ খাঁটি এবং শিথিল হয়।",positive,1
"আমরা সবসময় মনোনিবেশ এবং প্রম্পট সেবা পেয়েছি,পরিবেশ খাঁটি এবং শিথিল হয়।",positive,1
"খাঁটি, ফরাসি খাবার উল্লেখযোগ্য অংশ টাটকা, ।",positive,1
" তিনি উপর করা অভিনয় করেছেন,পানীয় আপ screwed,।",negative,0
এক নিরামিষ ভ্যানিটি (এবি এর ধন) আসলে একটি বেশ আশ্চর্য ছিল - এটি সুস্বাদু ছিল এবং ছিল শীতকালীন তাজা মাশরুম এবং সবজি ভাণ্ডার একটি ভাণ্ডার আচ্ছাদন।,positive,1
" আপনি ভুল করতে পারেন না যে,$ 5 এর জন্য 5 টি ডাম্পলিং।",positive,1
"উপায় কিন্তু,ব্যয়বহুল পিজার ",negative,0
এছাড়াও তরুণ কর্মীরা গরমে অনলস,positive,1
তারা জানেন যে স্ট্যাক অ পুইয়ের এবং ওগলেটের মত ফরাসি ক্লাসিকগুলি কীভাবে রান্না করা যায় না তা পুড়িয়ে ফেলা বা তা ছিঁড়ে ফেলা ছাড়া।,positive,1
"45 এক মাসের NYC দেখার জন্য,আমরা নেপলসে একটি বিস্ময়কর খাবার ছিল ",positive,1
ভাল পানীয়,positive,1
"গ্রেট খাদ্য (স্পাইনাস এবং ভুট্টা ডাম্পলিং এবং মাসুমান কারি), খুব বন্ধুত্বপূর্ণ এবং কোন নোংরা পরিষেবা এবং একটি পরিষ্কার বাথরুম।",positive,1
"গ্রেট খাদ্য (স্পাইনাস এবং ভুট্টা ডাম্পলিং এবং মাসুমান কারি), খুব বন্ধুত্বপূর্ণ এবং কোন নোংরা পরিষেবা এবং একটি পরিষ্কার বাথরুম।",positive,1
"গ্রেট খাদ্য (স্পাইনাস এবং ভুট্টা ডাম্পলিং এবং মাসুমান কারি), খুব বন্ধুত্বপূর্ণ এবং কোন নোংরা পরিষেবা এবং একটি পরিষ্কার বাথরুম।",positive,1
 শুক্রবার রাতে ছিল সেখানে।,neutral,2
"এই সপ্তাহে আমাদের রেস্টুরেন্টে,মেয়েদের রাতের খাবার ছিল,  ।",neutral,2
"(উজ্জ্বল আলো)যদি আপনি এটি রোমান্টিক চান,।",positive,1
"যাইহোক, লন্ডন থেকে আমার সহকর্মী ছাদে একটি খুব বড় জলবায়ু লক্ষ্য করলো, যখন  না আমি আগে একটি কাজ ডিনার জন্য সেখানে ছিলাম ।",negative,0
এটা সুপারিশ আমি করেছি,positive,1
" যে প্রতি অতিথি নেওয়া হয়েছে,আমি ন্যাভিয়র আমাকে পরিদর্শন করতে আসা এবং বাস্তবিকই পিপ হিসাবে কয়েক নতুন ইয়র্কারদের আচ্ছাদিত করা হয়েছে।",positive,1
যথেষ্ট বলেছ,neutral,2
"আমার সবচেয়ে ভালো বন্ধু, কিন্তু এনওয়াই তে বাস করে না  ",neutral,2
আমার নীল এবং তৈলাক্ত চুপি মজা সত্যিই  দেখতে সুন্দর ছিল ।,negative,0
"আমরা এক টেবিলে বসে সেরা দৃশ্যের একটিতে বসেছিলাম,যদিও আমি সন্ধ্যায় বিকেল 3 টায় ডিনারের ব্রোকারের মাধ্যমে রিজার্ভেশন তৈরি করেছিলাম।",positive,1
